time (in seconds),queue density
0.0666092,0.0307624
0.133218,0.0425089
0.199828,0.0606713
0.266437,0.0736727
0.333046,0.079676
0.399655,0.0892348
0.466264,0.0986015
0.532873,0.103045
0.599483,0.109398
0.666092,0.113593
0.732701,0.115956
0.79931,0.119098
0.865919,0.122931
0.932529,0.123677
0.999138,0.126713
1.06575,0.129166
1.13236,0.130579
1.19897,0.132614
1.26557,0.134711
1.33218,0.136006
1.39879,0.1373
1.4654,0.138657
1.53201,0.139906
1.59862,0.142145
1.66523,0.145107
1.73184,0.146158
1.79845,0.148674
1.86506,0.15293
1.93167,0.153897
1.99828,0.15427
2.06488,0.155005
2.13149,0.155723
2.1981,0.156203
2.26471,0.155762
2.33132,0.157119
2.39793,0.156249
2.46454,0.156803
2.53115,0.156882
2.59776,0.157074
2.66437,0.157458
2.73098,0.157973
2.79759,0.158448
2.86419,0.157984
2.9308,0.158843
2.99741,0.158318
3.06402,0.158221
3.13063,0.159194
3.19724,0.16003
3.26385,0.16042
3.33046,0.161285
3.39707,0.161681
3.46368,0.16349
3.53029,0.164292
3.5969,0.166395
3.6635,0.168023
3.73011,0.168255
3.79672,0.169431
3.86333,0.169985
3.92994,0.170595
3.99655,0.171161
4.06316,0.171257
4.12977,0.170833
4.19638,0.169256
4.26299,0.167571
4.3296,0.1673
4.39621,0.16678
4.46282,0.165553
4.52942,0.165468
4.59603,0.167232
4.66264,0.168385
4.72925,0.169137
4.79586,0.171183
4.86247,0.17224
4.92908,0.173111
4.99569,0.174507
5.0623,0.175717
5.12891,0.176582
5.19552,0.179521
5.26213,0.18354
5.32873,0.18544
5.39534,0.187576
5.46195,0.190244
5.52856,0.192246
5.59517,0.197101
5.66178,0.203692
5.72839,0.206671
5.795,0.213562
5.86161,0.220148
5.92822,0.223132
5.99483,0.23013
6.06144,0.236422
6.12804,0.238824
6.19465,0.242047
6.26126,0.243725
6.32787,0.244969
6.39448,0.247292
6.46109,0.249689
6.5277,0.250837
6.59431,0.253188
6.66092,0.254319
6.72753,0.253974
6.79414,0.252374
6.86075,0.250786
6.92735,0.25013
6.99396,0.247106
7.06057,0.245806
7.12718,0.245257
7.19379,0.244862
7.2604,0.246778
7.32701,0.248293
7.39362,0.25143
7.46023,0.253934
7.52684,0.256054
7.59345,0.260424
7.66006,0.263459
7.72666,0.26524
7.79327,0.267784
7.85988,0.268688
7.92649,0.267168
7.9931,0.2668
8.05971,0.267682
8.12632,0.268095
8.19293,0.268728
8.25954,0.268948
8.32615,0.269101
8.39276,0.270175
8.45937,0.272916
8.52598,0.274782
8.59258,0.276975
8.65919,0.283804
8.7258,0.284267
8.79241,0.287337
8.85902,0.28871
8.92563,0.289863
8.99224,0.291542
9.05885,0.294131
9.12546,0.295499
9.19207,0.296545
9.25868,0.297738
9.32529,0.297975
9.39189,0.296686
9.4585,0.296929
9.52511,0.295166
9.59172,0.292961
9.65833,0.292933
9.72494,0.292701
9.79155,0.291831
9.85816,0.29066
9.92477,0.289468
9.99138,0.287676
10.058,0.286183
10.1246,0.287241
10.1912,0.28602
10.2578,0.284985
10.3244,0.283555
10.391,0.281503
10.4576,0.279886
10.5243,0.278688
10.5909,0.277597
10.6575,0.276998
10.7241,0.276427
10.7907,0.274816
10.8573,0.273148
10.9239,0.27299
10.9905,0.272589
11.0571,0.272006
11.1237,0.272272
11.1903,0.272018
11.257,0.271661
11.3236,0.271384
11.3902,0.269677
11.4568,0.268711
11.5234,0.268586
11.59,0.269259
11.6566,0.268366
11.7232,0.268372
11.7898,0.267411
11.8564,0.267382
11.923,0.267117
11.9897,0.266874
12.0563,0.266269
12.1229,0.265703
12.1895,0.265477
12.2561,0.264663
12.3227,0.263623
12.3893,0.262798
12.4559,0.262295
12.5225,0.262657
12.5891,0.26212
12.6557,0.261277
12.7224,0.260904
12.789,0.260226
12.8556,0.259853
12.9222,0.257066
12.9888,0.256552
13.0554,0.256919
13.122,0.25693
13.1886,0.256874
13.2552,0.256992
13.3218,0.256755
13.3884,0.256732
13.4551,0.256529
13.5217,0.256857
13.5883,0.257224
13.6549,0.256908
13.7215,0.256529
13.7881,0.256156
13.8547,0.256116
13.9213,0.256048
13.9879,0.256455
14.0545,0.256325
14.1211,0.256111
14.1878,0.25554
14.2544,0.255364
14.321,0.255291
14.3876,0.255031
14.4542,0.254929
14.5208,0.255037
14.5874,0.255511
14.654,0.255093
14.7206,0.254912
14.7872,0.254918
14.8538,0.255025
14.9205,0.254918
14.9871,0.254935
15.0537,0.255031
15.1203,0.255093
15.1869,0.254596
15.2535,0.254223
15.3201,0.2545
15.3867,0.254347
15.4533,0.254635
15.5199,0.254409
15.5865,0.254771
15.6532,0.255093
15.7198,0.254641
15.7864,0.25429
15.853,0.253103
15.9196,0.252001
15.9862,0.253313
16.0528,0.255138
16.1194,0.255054
16.186,0.255687
16.2526,0.255444
16.3192,0.255562
16.3859,0.255517
16.4525,0.255167
16.5191,0.255042
16.5857,0.254935
16.6523,0.254731
16.7189,0.25485
16.7855,0.254302
16.8521,0.254206
16.9187,0.253951
16.9853,0.254398
17.052,0.254658
17.1186,0.2545
17.1852,0.255037
17.2518,0.255042
17.3184,0.254669
17.385,0.254505
17.4516,0.254901
17.5182,0.255212
17.5848,0.25528
17.6514,0.255517
17.718,0.255353
17.7847,0.255104
17.8513,0.255461
17.9179,0.25485
17.9845,0.254635
18.0511,0.254307
18.1177,0.254121
18.1843,0.254127
18.2509,0.254381
18.3175,0.254228
18.3841,0.254567
18.4507,0.255121
18.5174,0.255291
18.584,0.256331
18.6506,0.257993
18.7172,0.259039
18.7838,0.261074
18.8504,0.263793
18.917,0.263651
18.9836,0.265556
19.0502,0.26663
19.1168,0.266676
19.1834,0.265783
19.2501,0.263849
19.3167,0.262911
19.3833,0.261871
19.4499,0.26013
19.5165,0.259745
19.5831,0.258988
19.6497,0.257778
19.7163,0.257541
19.7829,0.255794
19.8495,0.254251
19.9161,0.253657
19.9828,0.25264
20.0494,0.251679
20.116,0.251068
20.1826,0.251221
20.2492,0.251018
20.3158,0.251611
20.3824,0.251871
20.449,0.252137
20.5156,0.251978
20.5822,0.252335
20.6488,0.253867
20.7155,0.253567
20.7821,0.253301
20.8487,0.253985
20.9153,0.253623
20.9819,0.254471
21.0485,0.254477
21.1151,0.254296
21.1817,0.25351
21.2483,0.256133
21.3149,0.256026
21.3815,0.255251
21.4482,0.254997
21.5148,0.255127
21.5814,0.255274
21.648,0.255755
21.7146,0.255647
21.7812,0.255749
21.8478,0.256145
21.9144,0.25619
21.981,0.256178
22.0476,0.25563
22.1142,0.255495
22.1809,0.256156
22.2475,0.256331
22.3141,0.256433
22.3807,0.256478
22.4473,0.256484
22.5139,0.256959
22.5805,0.257196
22.6471,0.257761
22.7137,0.258711
22.7803,0.259446
22.8469,0.261012
22.9136,0.260062
22.9802,0.261549
23.0468,0.263408
23.1134,0.264155
23.18,0.264765
23.2466,0.26481
23.3132,0.26455
23.3798,0.264341
23.4464,0.263895
23.513,0.263895
23.5796,0.263849
23.6463,0.264115
23.7129,0.264273
23.7795,0.264392
23.8461,0.264675
23.9127,0.264658
23.9793,0.264929
24.0459,0.265025
24.1125,0.26533
24.1791,0.265212
24.2457,0.265104
24.3124,0.264946
24.379,0.264822
24.4456,0.264302
24.5122,0.264109
24.5788,0.264595
24.6454,0.264075
24.712,0.264268
24.7786,0.263561
24.8452,0.263295
24.9118,0.263194
24.9784,0.262532
25.0451,0.262928
25.1117,0.26251
25.1783,0.261922
25.2449,0.262103
25.3115,0.262532
25.3781,0.26299
25.4447,0.263798
25.5113,0.26459
25.5779,0.26732
25.6445,0.269287
25.7111,0.27018
25.7778,0.271543
25.8444,0.273544
25.911,0.274652
25.9776,0.276325
26.0442,0.27767
26.1108,0.277676
26.1774,0.278241
26.244,0.278954
26.3106,0.279621
26.3772,0.28018
26.4438,0.280729
26.5105,0.280921
26.5771,0.281192
26.6437,0.281322
26.7103,0.281243
26.7769,0.28178
26.8435,0.283029
26.9101,0.284341
26.9767,0.287026
27.0433,0.290248
27.1099,0.292119
27.1765,0.295663
27.2432,0.299824
27.3098,0.302379
27.3764,0.306387
27.443,0.311836
27.5096,0.314679
27.5762,0.320196
27.6428,0.325125
27.7094,0.327517
27.776,0.332853
27.8426,0.33716
27.9092,0.341586
27.9759,0.346092
28.0425,0.350569
28.1091,0.353418
28.1757,0.35868
28.2423,0.365566
28.3089,0.368431
28.3755,0.374282
28.4421,0.379567
28.5087,0.381625
28.5753,0.387623
28.6419,0.392524
28.7086,0.394802
28.7752,0.401008
28.8418,0.405847
28.9084,0.408261
28.975,0.411884
29.0416,0.414767
29.1082,0.415327
29.1748,0.419109
29.2414,0.422986
29.308,0.422772
29.3746,0.424558
29.4413,0.425858
29.5079,0.426322
29.5745,0.433173
29.6411,0.434117
29.7077,0.43518
29.7743,0.437282
29.8409,0.440256
29.9075,0.440408
29.9741,0.441708
30.0407,0.443879
30.1073,0.444399
30.174,0.447158
30.2406,0.448927
30.3072,0.449018
30.3738,0.450176
30.4404,0.452183
30.507,0.453127
30.5736,0.454993
30.6402,0.457706
30.7068,0.458452
30.7734,0.460623
30.8401,0.461233
30.9067,0.461996
30.9733,0.463257
31.0399,0.464235
31.1065,0.46419
31.1731,0.464139
31.2397,0.470459
31.3063,0.470182
31.3729,0.470668
31.4395,0.471001
31.5061,0.470843
31.5728,0.471934
31.6394,0.471154
31.706,0.470786
31.7726,0.471086
31.8392,0.471533
31.9058,0.472002
31.9724,0.472166
32.039,0.471753
32.1056,0.47186
32.1722,0.472929
32.2388,0.473036
32.3055,0.47255
32.3721,0.473138
32.4387,0.473364
32.5053,0.472985
32.5719,0.47281
32.6385,0.473602
32.7051,0.47272
32.7717,0.473421
32.8383,0.47307
32.9049,0.47216
32.9715,0.472584
33.0382,0.473087
33.1048,0.473036
33.1714,0.473319
33.238,0.47619
33.3046,0.477728
33.3712,0.482092
33.4378,0.488655
33.5044,0.49169
33.571,0.497264
33.6376,0.501368
33.7042,0.503024
33.7709,0.506879
33.8375,0.510525
33.9041,0.512187
33.9707,0.515381
34.0373,0.517846
34.1039,0.518852
34.1705,0.521565
34.2371,0.522866
34.3037,0.523985
34.3703,0.525799
34.4369,0.530514
34.5036,0.53213
34.5702,0.54334
34.6368,0.546014
34.7034,0.546635
34.77,0.5507
34.8366,0.55542
34.9032,0.55715
34.9698,0.560553
35.0364,0.560473
35.103,0.561254
35.1696,0.56066
35.2363,0.562763
35.3029,0.562932
35.3695,0.564272
35.4361,0.565024
35.5027,0.566251
35.5693,0.569314
35.6359,0.570032
35.7025,0.571072
35.7691,0.57352
35.8357,0.575301
35.9023,0.575663
35.969,0.576392
36.0356,0.578608
36.1022,0.579388
36.1688,0.580722
36.2354,0.583011
36.302,0.58339
36.3686,0.583463
36.4352,0.583305
36.5018,0.583056
36.5684,0.581835
36.635,0.581474
36.7017,0.581247
36.7683,0.581474
36.8349,0.581519
36.9015,0.58153
36.9681,0.580756
37.0347,0.580575
37.1013,0.580445
37.1679,0.580332
37.2345,0.580682
37.3011,0.580009
37.3678,0.579071
37.4344,0.578709
37.501,0.578557
37.5676,0.577811
37.6342,0.576782
37.7008,0.576426
37.7674,0.576228
37.834,0.575357
37.9006,0.570762
37.9672,0.57166
38.0338,0.573181
38.1005,0.573582
38.1671,0.575301
38.2337,0.577799
38.3003,0.579173
38.3669,0.580937
38.4335,0.583803
38.5001,0.585346
38.5667,0.58902
38.6333,0.59279
38.6999,0.594339
38.7665,0.598477
38.8332,0.601954
38.8998,0.604435
38.9664,0.60742
39.033,0.610094
39.0996,0.612428
39.1662,0.616357
39.2328,0.619212
39.2994,0.620546
39.366,0.623395
39.4326,0.630003
39.4992,0.63041
39.5659,0.643196
39.6325,0.648306
39.6991,0.651387
39.7657,0.655729
39.8323,0.659748
39.8989,0.661415
39.9655,0.664993
40.0321,0.668102
40.0987,0.669273
40.1653,0.67198
40.2319,0.675903
40.2986,0.6773
40.3652,0.684151
40.4318,0.688628
40.4984,0.690787
40.565,0.694637
40.6316,0.697876
40.6982,0.699119
40.7648,0.701912
40.8314,0.704749
40.898,0.705383
40.9646,0.70575
41.0313,0.707186
41.0979,0.707078
41.1645,0.707372
41.2311,0.72554
41.2977,0.725032
41.3643,0.724896
41.4309,0.724811
41.4975,0.724178
41.5641,0.724659
41.6307,0.724562
41.6973,0.723686
41.764,0.723845
41.8306,0.724992
41.8972,0.72718
41.9638,0.729294
42.0304,0.731973
42.097,0.7316
42.1636,0.732736
42.2302,0.733692
42.2968,0.736671
42.3634,0.736925
42.43,0.738152
42.4967,0.738661
42.5633,0.739384
42.6299,0.739271
42.6965,0.739107
42.7631,0.738954
42.8297,0.739531
42.8963,0.764703
42.9629,0.764641
43.0295,0.765053
43.0961,0.76407
43.1627,0.764709
43.2294,0.76468
43.296,0.765302
43.3626,0.765686
43.4292,0.766246
43.4958,0.767942
43.5624,0.768852
43.629,0.768909
43.6956,0.768773
43.7622,0.767806
43.8288,0.768072
43.8954,0.767998
43.9621,0.767767
44.0287,0.767778
44.0953,0.768417
44.1619,0.768405
44.2285,0.768383
44.2951,0.767772
44.3617,0.767648
44.4283,0.767439
44.4949,0.767088
44.5615,0.761334
44.6282,0.761113
44.6948,0.760769
44.7614,0.760966
44.828,0.759972
44.8946,0.759683
44.9612,0.761238
45.0278,0.761469
45.0944,0.762967
45.161,0.763991
45.2276,0.763606
45.2942,0.765053
45.3609,0.765223
45.4275,0.764697
45.4941,0.765279
45.5607,0.764833
45.6273,0.764465
45.6939,0.764375
45.7605,0.76455
45.8271,0.764595
45.8937,0.765053
45.9603,0.764748
46.0269,0.764358
46.0936,0.764352
46.1602,0.76433
46.2268,0.773612
46.2934,0.774358
46.36,0.774324
46.4266,0.772735
46.4932,0.772198
46.5598,0.77243
46.6264,0.771916
46.693,0.772244
46.7596,0.772866
46.8263,0.773764
46.8929,0.773369
46.9595,0.774957
47.0261,0.776738
47.0927,0.776856
47.1593,0.777563
47.2259,0.780384
47.2925,0.785748
47.3591,0.787048
47.4257,0.78693
47.4923,0.788043
47.559,0.787761
47.6256,0.793843
47.6922,0.796353
47.7588,0.801299
47.8254,0.804131
47.892,0.841632
47.9586,0.841089
48.0252,0.841106
48.0918,0.840897
48.1584,0.841377
48.225,0.840823
48.2917,0.841846
48.3583,0.841829
48.4249,0.842762
48.4915,0.843101
48.5581,0.842643
48.6247,0.843797
48.6913,0.844758
48.7579,0.844893
48.8245,0.84456
48.8911,0.845911
48.9577,0.847527
49.0244,0.84781
49.091,0.847833
49.1576,0.847821
49.2242,0.850478
49.2908,0.850569
49.3574,0.850902
49.424,0.851982
49.4906,0.852118
49.5572,0.865164
49.6238,0.865967
49.6904,0.865441
49.7571,0.866566
49.8237,0.867177
49.8903,0.868087
49.9569,0.873773
50.0235,0.874627
50.0901,0.875379
50.1567,0.875266
50.2233,0.875707
50.2899,0.876057
50.3565,0.876385
50.4231,0.877928
50.4898,0.877108
50.5564,0.878024
50.623,0.881359
50.6896,0.882513
50.7562,0.888431
50.8228,0.888561
50.8894,0.889222
50.956,0.888849
51.0226,0.890019
51.0892,0.89054
51.1559,0.890393
51.2225,0.897074
51.2891,0.897899
51.3557,0.897639
51.4223,0.897888
51.4889,0.89786
51.5555,0.897261
51.6221,0.897046
51.6887,0.897165
51.7553,0.896554
51.8219,0.896594
51.8886,0.896435
51.9552,0.896
52.0218,0.896023
52.0884,0.895757
52.155,0.895378
52.2216,0.895028
52.2882,0.895062
52.3548,0.894988
52.4214,0.894672
52.488,0.894734
52.5546,0.894112
52.6213,0.893694
52.6879,0.893496
52.7545,0.892902
52.8211,0.891879
52.8877,0.884966
52.9543,0.885277
53.0209,0.884723
53.0875,0.884474
53.1541,0.884095
53.2207,0.884073
53.2873,0.883773
53.354,0.882722
53.4206,0.880647
53.4872,0.880133
53.5538,0.879324
53.6204,0.878296
53.687,0.878183
53.7536,0.877012
53.8202,0.877555
53.8868,0.877442
53.9534,0.87868
54.02,0.881557
54.0867,0.884553
54.1533,0.893649
54.2199,0.894451
54.2865,0.895282
54.3531,0.896328
54.4197,0.896741
54.4863,0.896871
54.5529,0.901116
54.6195,0.900805
54.6861,0.90076
54.7527,0.901981
54.8194,0.90293
54.886,0.903083
54.9526,0.905389
55.0192,0.905536
55.0858,0.905158
55.1524,0.904858
55.219,0.905152
55.2856,0.905508
55.3522,0.905983
55.4188,0.908018
55.4854,0.908171
55.5521,0.907758
55.6187,0.907939
55.6853,0.907741
55.7519,0.907956
55.8185,0.90782
55.8851,0.907848
55.9517,0.907882
56.0183,0.908221
56.0849,0.908323
56.1515,0.908414
56.2181,0.909533
56.2848,0.909425
56.3514,0.909635
56.418,0.909448
56.4846,0.909527
56.5512,0.909312
56.6178,0.909493
56.6844,0.909482
56.751,0.909505
56.8176,0.909267
56.8842,0.909188
56.9508,0.909295
57.0175,0.909041
57.0841,0.908888
57.1507,0.908628
57.2173,0.908945
57.2839,0.908764
57.3505,0.908662
57.4171,0.908487
57.4837,0.908498
57.5503,0.908538
57.6169,0.908725
57.6836,0.908849
57.7502,0.908894
57.8168,0.908826
57.8834,0.906678
57.95,0.906921
58.0166,0.907046
58.0832,0.907198
58.1498,0.907091
58.2164,0.907713
58.283,0.907588
58.3496,0.907532
58.4163,0.907701
58.4829,0.90864
58.5495,0.90903
58.6161,0.909024
58.6827,0.908928
58.7493,0.908855
58.8159,0.908651
58.8825,0.908634
58.9491,0.908385
59.0157,0.908448
59.0823,0.908431
59.149,0.908334
59.2156,0.908278
59.2822,0.908346
59.3488,0.908306
59.4154,0.908318
59.482,0.908402
59.5486,0.908193
59.6152,0.908238
59.6818,0.908069
59.7484,0.908142
59.815,0.907848
59.8817,0.908176
59.9483,0.908125
60.0149,0.908176
60.0815,0.908131
60.1481,0.908091
60.2147,0.908883
60.2813,0.90886
60.3479,0.909165
60.4145,0.908928
60.4811,0.908736
60.5477,0.908922
60.6144,0.909165
60.681,0.909222
60.7476,0.909267
60.8142,0.90938
60.8808,0.909312
60.9474,0.909719
61.014,0.909708
61.0806,0.909629
61.1472,0.909539
61.2138,0.909493
61.2804,0.90964
61.3471,0.909561
61.4137,0.909584
61.4803,0.909584
61.5469,0.909652
61.6135,0.909408
61.6801,0.909448
61.7467,0.909431
61.8133,0.909488
61.8799,0.907792
61.9465,0.907831
62.0131,0.907933
62.0798,0.908125
62.1464,0.908176
62.213,0.908306
62.2796,0.908532
62.3462,0.908504
62.4128,0.908284
62.4794,0.908323
62.546,0.908425
62.6126,0.908176
62.6792,0.908046
62.7458,0.90773
62.8125,0.907696
62.8791,0.907504
62.9457,0.907537
63.0123,0.907464
63.0789,0.907656
63.1455,0.907769
63.2121,0.907747
63.2787,0.907294
63.3453,0.907243
63.4119,0.907294
63.4785,0.907328
63.5452,0.907515
63.6118,0.907464
63.6784,0.907634
63.745,0.907679
63.8116,0.9076
63.8782,0.907662
63.9448,0.907306
64.0114,0.907543
64.078,0.907571
64.1446,0.907317
64.2112,0.907871
64.2779,0.90786
64.3445,0.907973
64.4111,0.908108
64.4777,0.907944
64.5443,0.907617
64.6109,0.907407
64.6775,0.907176
64.7441,0.907266
64.8107,0.907243
64.8773,0.90687
64.944,0.90682
65.0106,0.90669
65.0772,0.90652
65.1438,0.906639
65.2104,0.906916
65.277,0.906887
65.3436,0.907029
65.4102,0.906774
65.4768,0.906661
65.5434,0.90669
65.61,0.907368
65.6767,0.907458
65.7433,0.907769
65.8099,0.908453
65.8765,0.908329
65.9431,0.908481
66.0097,0.908453
66.0763,0.908238
66.1429,0.908481
66.2095,0.908628
66.2761,0.908515
66.3427,0.9086
66.4094,0.908815
66.476,0.909018
66.5426,0.909245
66.6092,0.90929
66.6758,0.908956
66.7424,0.909177
66.809,0.909064
66.8756,0.90886
66.9422,0.908306
67.0088,0.908448
67.0754,0.908651
67.1421,0.908493
67.2087,0.908374
67.2753,0.906328
67.3419,0.906407
67.4085,0.906186
67.4751,0.905836
67.5417,0.906006
67.6083,0.905745
67.6749,0.905587
67.7415,0.905774
67.8081,0.906333
67.8748,0.906266
67.9414,0.906175
68.008,0.906068
68.0746,0.905745
68.1412,0.905892
68.2078,0.905745
68.2744,0.905638
68.341,0.905802
68.4076,0.905853
68.4742,0.905983
68.5408,0.905644
68.6075,0.90574
68.6741,0.906039
68.7407,0.906147
68.8073,0.906017
68.8739,0.905672
68.9405,0.905124
69.0071,0.905338
69.0737,0.905192
69.1403,0.905141
69.2069,0.905028
69.2735,0.905231
69.3402,0.905192
69.4068,0.905175
69.4734,0.905073
69.54,0.905452
69.6066,0.905548
69.6732,0.90548
69.7398,0.905519
69.8064,0.905497
69.873,0.905723
69.9396,0.90609
70.0062,0.905881
70.0729,0.905876
70.1395,0.90609
70.2061,0.906062
70.2727,0.905892
70.3393,0.905904
70.4059,0.905892
70.4725,0.906152
70.5391,0.906384
70.6057,0.90773
70.6723,0.907328
70.7389,0.907238
70.8056,0.907023
70.8722,0.906622
70.9388,0.906605
71.0054,0.90682
