time (in seconds),queue density
0.0666092,0.0300489
0.133218,0.0422911
0.199828,0.0609913
0.266437,0.0733902
0.333046,0.0796131
0.399655,0.0899116
0.466264,0.0982036
0.532873,0.103094
0.599483,0.109035
0.666092,0.114553
0.732701,0.116763
0.79931,0.119239
0.865919,0.122468
0.932529,0.123973
0.999138,0.127453
1.06575,0.129898
1.13236,0.131199
1.19897,0.132939
1.26557,0.134711
1.33218,0.135165
1.39879,0.138002
1.4654,0.139429
1.53201,0.140573
1.59862,0.142376
1.66523,0.14573
1.73184,0.146906
1.79845,0.149461
1.86506,0.153082
1.93167,0.154242
1.99828,0.154994
2.06488,0.155793
2.13149,0.156295
2.1981,0.156342
2.26471,0.156358
2.33132,0.157063
2.39793,0.157047
2.46454,0.156844
2.53115,0.157549
2.59776,0.157518
2.66437,0.158333
2.73098,0.158286
2.79759,0.158396
2.86419,0.158411
2.9308,0.158662
2.99741,0.158254
3.06402,0.158521
3.13063,0.159336
3.19724,0.160245
3.26385,0.16048
3.33046,0.161734
3.39707,0.162612
3.46368,0.164336
3.53029,0.164493
3.5969,0.166766
3.6635,0.16896
3.73011,0.16871
3.79672,0.169776
3.86333,0.170653
3.92994,0.171547
3.99655,0.172142
4.06316,0.171186
4.12977,0.170841
4.19638,0.169337
4.26299,0.167565
4.3296,0.167424
4.39621,0.167048
4.46282,0.166296
4.52942,0.166155
4.59603,0.167926
4.66264,0.16965
4.72925,0.170277
4.79586,0.172425
4.86247,0.173224
4.92908,0.173882
4.99569,0.175074
5.0623,0.176249
5.12891,0.177127
5.19552,0.180654
5.26213,0.184087
5.32873,0.186799
5.39534,0.188821
5.46195,0.191172
5.52856,0.193382
5.59517,0.198837
5.66178,0.20484
5.72839,0.207803
5.795,0.214966
5.86161,0.221769
5.92822,0.224779
5.99483,0.231268
6.06144,0.238401
6.12804,0.239937
6.19465,0.243275
6.26126,0.244984
6.32787,0.245815
6.39448,0.249138
6.46109,0.250878
6.5277,0.252053
6.59431,0.254342
6.66092,0.256286
6.72753,0.254922
6.79414,0.25384
6.86075,0.252477
6.92735,0.251301
6.99396,0.24815
7.06057,0.246661
7.12718,0.246457
7.19379,0.246254
7.2604,0.247147
7.32701,0.249232
7.39362,0.252367
7.46023,0.255047
7.52684,0.257352
7.59345,0.261646
7.66006,0.263919
7.72666,0.265769
7.79327,0.268638
7.85988,0.269296
7.92649,0.267964
7.9931,0.268105
8.05971,0.267634
8.12632,0.267305
8.19293,0.268888
8.25954,0.26986
8.32615,0.269343
8.39276,0.270738
8.45937,0.273606
8.52598,0.274531
8.59258,0.276726
8.65919,0.283184
8.7258,0.285551
8.79241,0.287714
8.85902,0.288905
8.92563,0.29088
8.99224,0.291382
9.05885,0.293953
9.12546,0.296304
9.19207,0.296884
9.25868,0.298483
9.32529,0.298514
9.39189,0.297291
9.4585,0.29726
9.52511,0.296492
9.59172,0.292369
9.65833,0.29262
9.72494,0.292166
9.79155,0.290128
9.85816,0.290097
9.92477,0.289438
9.99138,0.287808
10.058,0.286413
10.1246,0.286946
10.1912,0.286021
10.2578,0.285331
10.3244,0.284218
10.391,0.281366
10.4576,0.279704
10.5243,0.279391
10.5909,0.278905
10.6575,0.27856
10.7241,0.27798
10.7907,0.275409
10.8573,0.273591
10.9239,0.273528
10.9905,0.272525
11.0571,0.272102
11.1237,0.273058
11.1903,0.271914
11.257,0.270252
11.3236,0.271287
11.3902,0.269578
11.4568,0.268387
11.5234,0.269014
11.59,0.269594
11.6566,0.26823
11.7232,0.268152
11.7898,0.267446
11.8564,0.267195
11.923,0.266521
11.9897,0.266757
12.0563,0.265753
12.1229,0.265691
12.1895,0.26486
12.2561,0.264154
12.3227,0.263136
12.3893,0.262054
12.4559,0.261396
12.5225,0.261835
12.5891,0.261239
12.6557,0.260894
12.7224,0.26069
12.789,0.260345
12.8556,0.259609
12.9222,0.257461
12.9888,0.257163
13.0554,0.257038
13.122,0.256819
13.1886,0.256489
13.2552,0.256975
13.3218,0.256787
13.3884,0.256834
13.4551,0.257226
13.5217,0.257383
13.5883,0.257414
13.6549,0.257163
13.7215,0.256678
13.7881,0.256098
13.8547,0.256129
13.9213,0.256019
13.9879,0.256364
14.0545,0.256536
14.1211,0.256599
14.1878,0.25569
14.2544,0.255862
14.321,0.255314
14.3876,0.255345
14.4542,0.255267
14.5208,0.255314
14.5874,0.255016
14.654,0.255282
14.7206,0.255282
14.7872,0.255
14.8538,0.254812
14.9205,0.254311
14.9871,0.25453
15.0537,0.25464
15.1203,0.254467
15.1869,0.254311
15.2535,0.254248
