time (in seconds),queue density
0.0666092,0.0315918
0.133218,0.0429428
0.199828,0.0606726
0.266437,0.0750365
0.333046,0.0809239
0.399655,0.0906306
0.466264,0.100164
0.532873,0.104855
0.599483,0.110608
0.666092,0.114648
0.732701,0.116959
0.79931,0.120169
0.865919,0.123813
0.932529,0.12449
0.999138,0.127893
1.06575,0.13006
1.13236,0.131368
1.19897,0.133787
1.26557,0.13596
1.33218,0.13693
1.39879,0.138555
1.4654,0.140071
1.53201,0.140825
1.59862,0.143687
1.66523,0.146325
1.73184,0.147374
1.79845,0.150426
1.86506,0.154156
1.93167,0.154616
1.99828,0.155181
2.06488,0.15585
2.13149,0.156177
2.1981,0.156728
2.26471,0.156864
2.33132,0.157645
2.39793,0.156536
2.46454,0.157284
2.53115,0.157083
2.59776,0.157461
2.66437,0.157716
2.73098,0.158249
2.79759,0.158393
2.86419,0.158226
2.9308,0.159277
2.99741,0.158583
3.06402,0.15884
3.13063,0.159079
3.19724,0.160007
3.26385,0.160435
3.33046,0.161046
3.39707,0.161758
3.46368,0.16328
3.53029,0.16417
3.5969,0.166336
3.6635,0.167784
3.73011,0.168414
3.79672,0.169747
3.86333,0.170254
3.92994,0.170769
3.99655,0.17133
4.06316,0.171451
4.12977,0.170627
4.19638,0.169379
4.26299,0.168217
4.3296,0.168207
4.39621,0.168301
4.46282,0.167473
4.52942,0.167659
4.59603,0.169427
4.66264,0.170987
4.72925,0.171906
4.79586,0.173733
4.86247,0.174676
4.92908,0.175454
4.99569,0.176821
5.0623,0.177733
5.12891,0.178789
5.19552,0.181722
5.26213,0.185135
5.32873,0.187105
5.39534,0.189228
5.46195,0.191551
5.52856,0.193621
5.59517,0.198511
5.66178,0.204779
5.72839,0.20766
5.795,0.214387
5.86161,0.220699
5.92822,0.223736
5.99483,0.230924
6.06144,0.237547
6.12804,0.239687
6.19465,0.242475
6.26126,0.245763
6.32787,0.246784
6.39448,0.249529
6.46109,0.251563
6.5277,0.253053
6.59431,0.255129
6.66092,0.255705
6.72753,0.255062
6.79414,0.253697
6.86075,0.252159
6.92735,0.251188
6.99396,0.248321
7.06057,0.247374
7.12718,0.246785
7.19379,0.246781
7.2604,0.248891
7.32701,0.250445
7.39362,0.253957
7.46023,0.256737
7.52684,0.25884
7.59345,0.263099
7.66006,0.266367
7.72666,0.267799
7.79327,0.270562
7.85988,0.271328
7.92649,0.269984
7.9931,0.270106
8.05971,0.269986
8.12632,0.270496
8.19293,0.271165
8.25954,0.271376
8.32615,0.271393
8.39276,0.27262
8.45937,0.275333
8.52598,0.277185
8.59258,0.280445
8.65919,0.286636
8.7258,0.288069
8.79241,0.290746
8.85902,0.291538
8.92563,0.292799
8.99224,0.294236
9.05885,0.296594
9.12546,0.297287
9.19207,0.29841
9.25868,0.299317
9.32529,0.299558
9.39189,0.298408
9.4585,0.298217
9.52511,0.297092
9.59172,0.294394
9.65833,0.293363
9.72494,0.293529
9.79155,0.292139
9.85816,0.29143
9.92477,0.290318
9.99138,0.288683
10.058,0.287342
10.1246,0.287608
10.1912,0.287198
10.2578,0.285563
10.3244,0.284698
10.391,0.282881
10.4576,0.281493
10.5243,0.280697
10.5909,0.278894
10.6575,0.278498
10.7241,0.277855
10.7907,0.276292
10.8573,0.274869
10.9239,0.274304
10.9905,0.273553
11.0571,0.273573
11.1237,0.273447
11.1903,0.273286
11.257,0.272202
11.3236,0.272253
11.3902,0.27085
11.4568,0.26955
11.5234,0.269617
11.59,0.269656
11.6566,0.269137
11.7232,0.268878
11.7898,0.267719
11.8564,0.267605
11.923,0.267511
11.9897,0.268025
12.0563,0.266804
12.1229,0.266163
12.1895,0.265994
12.2561,0.265409
12.3227,0.264761
12.3893,0.263346
12.4559,0.262714
12.5225,0.263248
12.5891,0.262875
12.6557,0.262317
12.7224,0.261983
