time (in seconds),queue density
0.0666092,0.0317183
0.133218,0.0317183
0.199828,0.0317183
0.266437,0.0317183
0.333046,0.0317183
0.399655,0.0317183
0.466264,0.0317183
0.532873,0.0317183
0.599483,0.0317183
0.666092,0.0317183
0.732701,0.11583
0.79931,0.11583
0.865919,0.11583
0.932529,0.11583
0.999138,0.11583
1.06575,0.11583
1.13236,0.11583
1.19897,0.11583
1.26557,0.11583
1.33218,0.11583
1.39879,0.137567
1.4654,0.137567
1.53201,0.137567
1.59862,0.137567
1.66523,0.137567
1.73184,0.137567
1.79845,0.137567
1.86506,0.137567
1.93167,0.137567
1.99828,0.137567
2.06488,0.155935
2.13149,0.155935
2.1981,0.155935
2.26471,0.155935
2.33132,0.155935
2.39793,0.155935
2.46454,0.155935
2.53115,0.155935
2.59776,0.155935
2.66437,0.155935
2.73098,0.158478
2.79759,0.158478
2.86419,0.158478
2.9308,0.158478
2.99741,0.158478
3.06402,0.158478
3.13063,0.158478
3.19724,0.158478
3.26385,0.158478
3.33046,0.158478
3.39707,0.161715
3.46368,0.161715
3.53029,0.161715
3.5969,0.161715
3.6635,0.161715
3.73011,0.161715
3.79672,0.161715
3.86333,0.161715
3.92994,0.161715
3.99655,0.161715
4.06316,0.171339
4.12977,0.171339
4.19638,0.171339
4.26299,0.171339
4.3296,0.171339
4.39621,0.171339
4.46282,0.171339
4.52942,0.171339
4.59603,0.171339
4.66264,0.171339
4.72925,0.170136
4.79586,0.170136
4.86247,0.170136
4.92908,0.170136
4.99569,0.170136
5.0623,0.170136
5.12891,0.170136
5.19552,0.170136
5.26213,0.170136
5.32873,0.170136
5.39534,0.188229
5.46195,0.188229
5.52856,0.188229
5.59517,0.188229
5.66178,0.188229
5.72839,0.188229
5.795,0.188229
5.86161,0.188229
5.92822,0.188229
5.99483,0.188229
6.06144,0.237538
6.12804,0.237538
6.19465,0.237538
6.26126,0.237538
6.32787,0.237538
6.39448,0.237538
6.46109,0.237538
6.5277,0.237538
6.59431,0.237538
6.66092,0.237538
6.72753,0.255243
6.79414,0.255243
6.86075,0.255243
6.92735,0.255243
6.99396,0.255243
7.06057,0.255243
7.12718,0.255243
7.19379,0.255243
7.2604,0.255243
7.32701,0.255243
7.39362,0.253045
7.46023,0.253045
7.52684,0.253045
7.59345,0.253045
7.66006,0.253045
7.72666,0.253045
7.79327,0.253045
7.85988,0.253045
7.92649,0.253045
7.9931,0.253045
8.05971,0.269641
8.12632,0.269641
8.19293,0.269641
8.25954,0.269641
8.32615,0.269641
8.39276,0.269641
8.45937,0.269641
8.52598,0.269641
8.59258,0.269641
8.65919,0.269641
8.7258,0.286244
8.79241,0.286244
8.85902,0.286244
8.92563,0.286244
8.99224,0.286244
9.05885,0.286244
9.12546,0.286244
9.19207,0.286244
9.25868,0.286244
9.32529,0.286244
9.39189,0.298232
9.4585,0.298232
9.52511,0.298232
9.59172,0.298232
9.65833,0.298232
9.72494,0.298232
9.79155,0.298232
9.85816,0.298232
9.92477,0.298232
9.99138,0.298232
10.058,0.287126
10.1246,0.287126
10.1912,0.287126
10.2578,0.287126
10.3244,0.287126
10.391,0.287126
10.4576,0.287126
10.5243,0.287126
10.5909,0.287126
10.6575,0.287126
10.7241,0.277631
10.7907,0.277631
10.8573,0.277631
10.9239,0.277631
10.9905,0.277631
11.0571,0.277631
11.1237,0.277631
11.1903,0.277631
11.257,0.277631
11.3236,0.277631
11.3902,0.270726
11.4568,0.270726
11.5234,0.270726
11.59,0.270726
11.6566,0.270726
11.7232,0.270726
11.7898,0.270726
11.8564,0.270726
11.923,0.270726
11.9897,0.270726
12.0563,0.2668
12.1229,0.2668
12.1895,0.2668
12.2561,0.2668
12.3227,0.2668
12.3893,0.2668
12.4559,0.2668
12.5225,0.2668
12.5891,0.2668
12.6557,0.2668
12.7224,0.261929
12.789,0.261929
12.8556,0.261929
12.9222,0.261929
12.9888,0.261929
13.0554,0.261929
13.122,0.261929
13.1886,0.261929
13.2552,0.261929
13.3218,0.261929
13.3884,0.257955
13.4551,0.257955
13.5217,0.257955
13.5883,0.257955
13.6549,0.257955
13.7215,0.257955
13.7881,0.257955
13.8547,0.257955
13.9213,0.257955
13.9879,0.257955
14.0545,0.257598
14.1211,0.257598
14.1878,0.257598
14.2544,0.257598
14.321,0.257598
14.3876,0.257598
14.4542,0.257598
14.5208,0.257598
14.5874,0.257598
14.654,0.257598
14.7206,0.256344
14.7872,0.256344
14.8538,0.256344
14.9205,0.256344
14.9871,0.256344
15.0537,0.256344
15.1203,0.256344
15.1869,0.256344
15.2535,0.256344
15.3201,0.256344
15.3867,0.255612
15.4533,0.255612
15.5199,0.255612
15.5865,0.255612
15.6532,0.255612
15.7198,0.255612
15.7864,0.255612
15.853,0.255612
15.9196,0.255612
15.9862,0.255612
16.0528,0.256842
16.1194,0.256842
16.186,0.256842
16.2526,0.256842
16.3192,0.256842
16.3859,0.256842
16.4525,0.256842
16.5191,0.256842
16.5857,0.256842
16.6523,0.256842
16.7189,0.255866
16.7855,0.255866
16.8521,0.255866
16.9187,0.255866
16.9853,0.255866
17.052,0.255866
17.1186,0.255866
17.1852,0.255866
17.2518,0.255866
17.3184,0.255866
17.385,0.255279
17.4516,0.255279
17.5182,0.255279
17.5848,0.255279
17.6514,0.255279
17.718,0.255279
17.7847,0.255279
17.8513,0.255279
17.9179,0.255279
17.9845,0.255279
18.0511,0.255616
18.1177,0.255616
18.1843,0.255616
18.2509,0.255616
18.3175,0.255616
18.3841,0.255616
18.4507,0.255616
18.5174,0.255616
18.584,0.255616
18.6506,0.255616
18.7172,0.260287
18.7838,0.260287
18.8504,0.260287
18.917,0.260287
